replicate,162Dy_LRIG1_1,174Yb_Clusterin_1,pro_vs_rev,pro_vs_rev_log2,genotype,culture,ligand,inhibitor
1,2.7710672385765673,1.1788227558137083,4.039994370855101,1.4315894058303225,AK,AK_Ctrl-CA3,Ctrl,CA3
2,2.7788606694348723,1.06962889050569,4.572146991437654,1.6245200637657624,AK,AK_Ctrl-CA3,Ctrl,CA3
3,2.469331310089132,1.1160966518170672,3.808057036121003,1.3248440770409016,AK,AK_Ctrl-CA3,Ctrl,CA3
1,3.177450568562185,0.8833457454308028,6.076169785168271,2.1625645883400058,AK,AK_Ctrl-CHIR99021,Ctrl,CHIR99021
2,3.0857117043067825,0.8334252377028432,6.174160582625626,2.194816261863563,AK,AK_Ctrl-CHIR99021,Ctrl,CHIR99021
3,2.9827524110019414,0.7764431815916282,6.525136561556938,2.264072242749975,AK,AK_Ctrl-CHIR99021,Ctrl,CHIR99021
1,3.4759092555544306,1.011932605785445,5.617376622448203,2.0797923417621385,AK,AK_Ctrl-Ctrl,Ctrl,Ctrl
2,2.9817125702368674,1.001350439381529,4.904382495780266,1.8627712563346763,AK,AK_Ctrl-Ctrl,Ctrl,Ctrl
3,3.2282220143248153,0.9590072827737179,5.558234283379064,2.060516994611927,AK,AK_Ctrl-Ctrl,Ctrl,Ctrl
1,3.2986913046612028,1.097947561334882,4.885418971537773,1.853183608135942,AK,AK_Ctrl-Dasatinib,Ctrl,Dasatinib
2,3.1303296995025347,1.000145188419126,5.123331609403775,1.9127030626764192,AK,AK_Ctrl-Dasatinib,Ctrl,Dasatinib
3,3.0493974521364247,1.0826940520252906,4.778342737756226,1.7798728629393068,AK,AK_Ctrl-Dasatinib,Ctrl,Dasatinib
1,3.0941474256427344,1.6096887754350953,3.120212503477134,1.177570964565323,AK,AK_Ctrl-GDC0941,Ctrl,GDC0941
2,2.932721489075154,1.4987682066724024,3.1696240834095297,1.1853680666918522,AK,AK_Ctrl-GDC0941,Ctrl,GDC0941
3,2.663644360654296,1.3548410789604988,3.276924997565975,1.2184037829111047,AK,AK_Ctrl-GDC0941,Ctrl,GDC0941
1,3.00420099452803,1.1315936938333329,4.375040792839259,1.7053983424957793,AK,AK_Ctrl-ICG001,Ctrl,ICG001
2,2.623243929978699,1.0155957561114073,4.268272235913401,1.6601036640209594,AK,AK_Ctrl-ICG001,Ctrl,ICG001
3,2.638568182215555,0.9190303668159837,4.838477203614537,1.8104096490516874,AK,AK_Ctrl-ICG001,Ctrl,ICG001
1,3.0030870483897005,1.448011972357408,3.233873339320612,1.2313943202704252,AK,AK_Ctrl-PF573228,Ctrl,PF573228
2,3.054054004988251,1.3998203987098703,3.383389381268554,1.3148467225564267,AK,AK_Ctrl-PF573228,Ctrl,PF573228
3,2.9727044273737344,1.346878711719252,3.3869890389733013,1.3264722934986917,AK,AK_Ctrl-PF573228,Ctrl,PF573228
1,3.0462416225553683,1.0395659291212092,4.761319483636075,1.8333907559530762,AK,AK_Ctrl-SIS3,Ctrl,SIS3
2,2.8063073367192763,0.9010419349023414,5.32170026278265,1.9538613336383648,AK,AK_Ctrl-SIS3,Ctrl,SIS3
3,2.9512640551466784,0.8852798314442442,5.534302687255522,2.035885435134841,AK,AK_Ctrl-SIS3,Ctrl,SIS3
1,2.658050235264248,1.5151617471629637,2.6678397698381326,0.9544430347597919,AK,AK_Ctrl-Trametinib,Ctrl,Trametinib
2,2.7068088438038567,1.4555664437953526,2.9168350180699347,1.1002998064225549,AK,AK_Ctrl-Trametinib,Ctrl,Trametinib
3,2.782179478516228,1.5792514498570072,2.724944915694737,0.983917560857922,AK,AK_Ctrl-Trametinib,Ctrl,Trametinib
1,2.9990911714931765,1.1197997429555284,4.55138443564379,1.640476281088721,AK,AK_EREG-CA3,EREG,CA3
2,2.8245339081015577,1.182030894234292,4.062607502016552,1.4589631041979099,AK,AK_EREG-CA3,EREG,CA3
3,3.0113926597256566,1.1313217546901642,4.422282871056098,1.6080709451885293,AK,AK_EREG-CA3,EREG,CA3
1,3.1698436314930043,0.827404659149461,6.3430404585156746,2.2465392688181374,AK,AK_EREG-CHIR99021,EREG,CHIR99021
2,3.0118567874137843,0.806096465818759,6.319543590665349,2.2211541615876156,AK,AK_EREG-CHIR99021,EREG,CHIR99021
3,2.8770826118012134,0.7943149399332154,6.15437723986332,2.174207019254785,AK,AK_EREG-CHIR99021,EREG,CHIR99021
1,3.3053306857570006,0.8728854700789246,6.1356411101256265,2.2171253074562873,AK,AK_EREG-Ctrl,EREG,Ctrl
2,3.356174673548355,0.9071925482760737,5.930838133022402,2.1684836541609576,AK,AK_EREG-Ctrl,EREG,Ctrl
3,3.3599117999024104,1.01048483907313,5.350531765052379,2.015799076952613,AK,AK_EREG-Ctrl,EREG,Ctrl
1,3.3120229932413325,1.0955901979397626,4.752560944898546,1.8364866088829384,AK,AK_EREG-Dasatinib,EREG,Dasatinib
2,3.562029075128152,1.0698126770964396,5.240497841116068,1.9843383161169537,AK,AK_EREG-Dasatinib,EREG,Dasatinib
3,3.466813267682372,1.038601445733372,5.433691487054758,2.010770431375979,AK,AK_EREG-Dasatinib,EREG,Dasatinib
1,3.294199381634048,1.4528183438088156,3.566064122804234,1.4106401456064577,AK,AK_EREG-GDC0941,EREG,GDC0941
2,3.097113516858171,1.3252458530173639,3.812651592416719,1.474657838707956,AK,AK_EREG-GDC0941,EREG,GDC0941
3,3.0166317065839157,1.3960575448016659,3.571191796750932,1.3596351626703387,AK,AK_EREG-GDC0941,EREG,GDC0941
1,3.2070533132461767,1.0502016327757286,4.80486848109232,1.8758121551594888,AK,AK_EREG-ICG001,EREG,ICG001
2,2.6852423191750376,1.006508604472262,4.469164067832916,1.7164929642102855,AK,AK_EREG-ICG001,EREG,ICG001
3,2.901848625625851,1.0472826958487946,4.499885730478295,1.755737910015415,AK,AK_EREG-ICG001,EREG,ICG001
1,3.0969017097605973,1.5523557847020377,3.0647814814330228,1.1757132497295804,AK,AK_EREG-PF573228,EREG,PF573228
2,2.989549216271053,1.4795403632955626,3.0116046551172926,1.1877456219889344,AK,AK_EREG-PF573228,EREG,PF573228
3,2.8001025517296476,1.5561008029265642,2.8371900845586855,1.016821245793498,AK,AK_EREG-PF573228,EREG,PF573228
1,3.185732043717482,0.9802328345847706,5.274267183436344,1.9809723311889682,AK,AK_EREG-SIS3,EREG,SIS3
2,3.115959117506386,0.970763874049782,5.187488951005488,1.9685015120412936,AK,AK_EREG-SIS3,EREG,SIS3
3,3.109570453866228,0.9507663185781413,5.251200571026283,1.9929513493228481,AK,AK_EREG-SIS3,EREG,SIS3
1,3.3392968615971963,1.5684410670409268,3.041467235003958,1.2622936313624211,AK,AK_EREG-Trametinib,EREG,Trametinib
2,3.370994753228106,1.5177297788296829,3.147310577897376,1.3207981535045012,AK,AK_EREG-Trametinib,EREG,Trametinib
3,3.2123792252656664,1.4460557795673488,3.2552439021037944,1.3309026273490647,AK,AK_EREG-Trametinib,EREG,Trametinib
1,2.3149447813390838,2.32096991612685,1.4569460023176632,0.04947657548698557,AK,AK_TGFb1-CA3,TGFb1,CA3
2,2.258041260660129,2.169514435264965,1.6204190161855982,0.11263096525975015,AK,AK_TGFb1-CA3,TGFb1,CA3
3,2.269845340488228,2.3225265267593347,1.6125822703389916,0.024246430068506866,AK,AK_TGFb1-CA3,TGFb1,CA3
1,3.200705729081634,1.6612196766674039,3.0063632638068873,1.166924397905634,AK,AK_TGFb1-CHIR99021,TGFb1,CHIR99021
2,3.4038627405084205,1.6624563978683429,3.2622832435716216,1.2667524966613846,AK,AK_TGFb1-CHIR99021,TGFb1,CHIR99021
3,3.1322669923004542,1.807249710749627,2.538012843809459,0.9673162661441701,AK,AK_TGFb1-CHIR99021,TGFb1,CHIR99021
1,3.2172948269124784,2.4639995770482623,1.7523260107840972,0.4814816568527611,AK,AK_TGFb1-Ctrl,TGFb1,Ctrl
2,3.444112416907055,2.246660952760736,2.4286865536821884,0.8050775890474653,AK,AK_TGFb1-Ctrl,TGFb1,Ctrl
3,3.4073700907120164,2.178247058691313,2.2129647425067156,0.8000524807190533,AK,AK_TGFb1-Ctrl,TGFb1,Ctrl
1,3.0866241284770872,2.6513807871132564,1.594627028450092,0.3066278997328494,AK,AK_TGFb1-Dasatinib,TGFb1,Dasatinib
2,3.200389034034466,2.5568586746346633,1.8157527198720027,0.44587014933708036,AK,AK_TGFb1-Dasatinib,TGFb1,Dasatinib
3,3.16549090899817,2.4795084731392745,1.8566438498234874,0.47688399430883494,AK,AK_TGFb1-Dasatinib,TGFb1,Dasatinib
1,2.382790684655313,2.958898239009762,1.1170491840627752,-0.3339238949037163,AK,AK_TGFb1-GDC0941,TGFb1,GDC0941
2,2.2486759453977876,2.927785283876313,1.0571023430435382,-0.42590397567321453,AK,AK_TGFb1-GDC0941,TGFb1,GDC0941
3,2.64319774368581,3.1501680628322046,1.019654260252563,-0.26641699408614294,AK,AK_TGFb1-GDC0941,TGFb1,GDC0941
1,2.8331341247712363,2.109123612531761,2.1276046208550707,0.5817901539916939,AK,AK_TGFb1-ICG001,TGFb1,ICG001
2,2.9483119482014644,2.309640892124526,1.9456836703563747,0.4927294960875039,AK,AK_TGFb1-ICG001,TGFb1,ICG001
3,2.605589749712807,2.3435601622148425,1.654764978976156,0.27924598018953223,AK,AK_TGFb1-ICG001,TGFb1,ICG001
1,3.12988609752274,2.3500149540789153,2.1718410154262413,0.576345248135312,AK,AK_TGFb1-PF573228,TGFb1,PF573228
2,2.7289346085738995,2.5882835166755735,1.4985782360357347,0.1625127298279042,AK,AK_TGFb1-PF573228,TGFb1,PF573228
3,3.0236545437937403,2.61220516654871,1.5772434693777617,0.3067635255530493,AK,AK_TGFb1-PF573228,TGFb1,PF573228
1,3.327274065631089,2.16341682747816,2.1556382762125494,0.7693047979703127,AK,AK_TGFb1-SIS3,TGFb1,SIS3
2,3.4079703438536892,2.1809564833271162,2.2625613069833204,0.7995942651269051,AK,AK_TGFb1-SIS3,TGFb1,SIS3
3,3.3075050614900996,2.391399845066413,1.8172272227170585,0.5614195682368672,AK,AK_TGFb1-SIS3,TGFb1,SIS3
1,2.4877279402065913,1.8984907097843045,2.005669186042872,0.528607697534916,AK,AK_TGFb1-Trametinib,TGFb1,Trametinib
2,2.3032996910777563,1.8724328553428977,1.8449746271330334,0.39906915318115427,AK,AK_TGFb1-Trametinib,TGFb1,Trametinib
3,2.166858334194856,1.9061619090081787,1.8521867710236743,0.2907398604581477,AK,AK_TGFb1-Trametinib,TGFb1,Trametinib
1,2.8000357919877135,1.62485231557544,3.027993789097347,0.9614828082035065,AK,AK_WNT3A-CA3,WNT3A,CA3
2,1.966581400130296,2.08472159827973,1.4854017224963532,-0.04028895244673968,AK,AK_WNT3A-CA3,WNT3A,CA3
3,2.1354328487741916,1.8563920323342638,2.1111114295713387,0.3564312882490553,AK,AK_WNT3A-CA3,WNT3A,CA3
1,3.085086015262978,1.0864917701987065,4.994146012953684,1.8360155265900553,AK,AK_WNT3A-CHIR99021,WNT3A,CHIR99021
2,3.1810470678145646,1.1422574871021904,4.772487809852522,1.7847683338352613,AK,AK_WNT3A-CHIR99021,WNT3A,CHIR99021
3,3.2673006674329197,1.144111768457172,4.848288824247552,1.8157795736924125,AK,AK_WNT3A-CHIR99021,WNT3A,CHIR99021
1,3.3212786464485857,1.846786999274491,2.701939486435883,1.0550973589325212,AK,AK_WNT3A-Ctrl,WNT3A,Ctrl
2,3.501922044622421,1.485546839914917,3.823192465636213,1.499827921843355,AK,AK_WNT3A-Ctrl,WNT3A,Ctrl
3,3.4933946275561203,1.5193564748646395,3.6901798610831142,1.4522600859078703,AK,AK_WNT3A-Ctrl,WNT3A,Ctrl
1,3.250708669206671,1.6970351120149065,3.2694113577292705,1.1952481832956872,AK,AK_WNT3A-Dasatinib,WNT3A,Dasatinib
2,3.1141424901072003,1.874663275974557,2.5785201326780838,0.9128013104046174,AK,AK_WNT3A-Dasatinib,WNT3A,Dasatinib
3,3.326909737249177,1.6750931524107593,3.2466164047260753,1.2268225608049426,AK,AK_WNT3A-Dasatinib,WNT3A,Dasatinib
1,2.388877380554769,2.67804727127436,1.236507341178772,-0.1389528439351971,AK,AK_WNT3A-GDC0941,WNT3A,GDC0941
2,2.8231694370998346,2.7241060362269147,1.436090216297283,0.11766856711117997,AK,AK_WNT3A-GDC0941,WNT3A,GDC0941
3,2.886335810087623,2.4680956500808597,1.6547014461593454,0.32875257290449833,AK,AK_WNT3A-GDC0941,WNT3A,GDC0941
1,2.672115405638697,1.61802786027584,2.776714560979362,0.959457608982432,AK,AK_WNT3A-ICG001,WNT3A,ICG001
2,2.715314290587473,1.559818906017383,3.0646417817473837,1.0741823658662948,AK,AK_WNT3A-ICG001,WNT3A,ICG001
3,2.8905302171634935,1.7174321818734155,2.552851232790005,0.9704156215925207,AK,AK_WNT3A-ICG001,WNT3A,ICG001
1,2.9893747295187914,2.1026431486602615,2.152318419382534,0.6443622167429496,AK,AK_WNT3A-PF573228,WNT3A,PF573228
2,3.0584225942344316,2.1282769229303695,2.2255602580855562,0.6877279399122614,AK,AK_WNT3A-PF573228,WNT3A,PF573228
3,2.986265433763603,2.1474323996262776,2.128362529187219,0.622704261581108,AK,AK_WNT3A-PF573228,WNT3A,PF573228
1,3.058668995492447,1.4571423057328348,3.6510317728080177,1.367680730482977,AK,AK_WNT3A-SIS3,WNT3A,SIS3
2,3.2055210380809074,1.406087103175854,3.9277710037582327,1.4815129783416945,AK,AK_WNT3A-SIS3,WNT3A,SIS3
3,3.2604627986390313,1.3823474207355695,4.094129021122796,1.5557997141667101,AK,AK_WNT3A-SIS3,WNT3A,SIS3
1,2.4297279651976837,1.7187368885856469,2.1131746386813517,0.6195474850179042,AK,AK_WNT3A-Trametinib,WNT3A,Trametinib
2,2.4290746680659137,1.7600833528762925,1.99571611678404,0.5359181596004006,AK,AK_WNT3A-Trametinib,WNT3A,Trametinib
3,2.713640831414812,1.7783273702446571,2.190009036118271,0.7496719211444381,AK,AK_WNT3A-Trametinib,WNT3A,Trametinib
1,2.6465403537826395,2.2032680257141357,1.7869921663733275,0.323046519611326,A,A_Ctrl-CA3,Ctrl,CA3
2,2.395377523634526,2.055092892974231,1.7766395296204232,0.27415005798162884,A,A_Ctrl-CA3,Ctrl,CA3
3,2.55286306823148,2.0656933994287305,1.8609406579129677,0.3396288370580446,A,A_Ctrl-CA3,Ctrl,CA3
1,3.733844328046493,2.0033063913968503,2.9612072833560488,1.1397327038411424,A,A_Ctrl-CHIR99021,Ctrl,CHIR99021
2,3.637152905559057,1.8046373257068682,3.4425846411448187,1.3103152349006293,A,A_Ctrl-CHIR99021,Ctrl,CHIR99021
3,3.504167561599523,1.7821542321542916,3.3840974580532457,1.2709365556216212,A,A_Ctrl-CHIR99021,Ctrl,CHIR99021
1,3.348639772935089,2.13472614152519,2.3610975018413436,0.8527138380574691,A,A_Ctrl-Ctrl,Ctrl,Ctrl
2,3.395530325912322,2.2535421218093266,2.195868240700219,0.7725990126024505,A,A_Ctrl-Ctrl,Ctrl,Ctrl
3,3.453768672625904,2.255141764598182,2.2747924270381685,0.807248976698599,A,A_Ctrl-Ctrl,Ctrl,Ctrl
1,3.0846323245581817,2.3282875641772054,1.7167670628271623,0.5200579943191008,A,A_Ctrl-Dasatinib,Ctrl,Dasatinib
2,2.8787002554579906,2.1735537791962463,2.0019194026708558,0.5637444586300983,A,A_Ctrl-Dasatinib,Ctrl,Dasatinib
3,2.7485320152135784,2.222719930388078,1.8464802194154466,0.46508809056315653,A,A_Ctrl-Dasatinib,Ctrl,Dasatinib
1,3.0551912901583207,2.8115706328369923,1.319932708282022,0.16809723384202374,A,A_Ctrl-GDC0941,Ctrl,GDC0941
2,2.7265585040715483,2.6022531005471436,1.3972079193555553,0.15427320691831267,A,A_Ctrl-GDC0941,Ctrl,GDC0941
3,2.5975669875928484,2.585479242232074,1.2645477616226863,0.06065461143303191,A,A_Ctrl-GDC0941,Ctrl,GDC0941
1,3.262647281813277,2.28180717374833,2.136470034206757,0.7069720587061682,A,A_Ctrl-ICG001,Ctrl,ICG001
2,3.2320558649982836,2.190226208405847,2.1523314875119337,0.740525052986702,A,A_Ctrl-ICG001,Ctrl,ICG001
3,3.0253384235851133,2.1882114437151987,1.9634093497938665,0.630039460834567,A,A_Ctrl-ICG001,Ctrl,ICG001
1,3.2541081782488175,2.767087656260888,1.551014154039585,0.3151506197655428,A,A_Ctrl-PF573228,Ctrl,PF573228
2,3.089991930888084,2.6066004031048884,1.5968156515550482,0.3555686775634842,A,A_Ctrl-PF573228,Ctrl,PF573228
3,2.9984565946748627,2.5328496273417715,1.5482005347098833,0.3235531906065093,A,A_Ctrl-PF573228,Ctrl,PF573228
1,3.584902465971988,2.4167676829490343,2.067389965975026,0.7279130187569803,A,A_Ctrl-SIS3,Ctrl,SIS3
2,3.248781355653883,2.28891199083816,1.9936108489079454,0.6683100459306871,A,A_Ctrl-SIS3,Ctrl,SIS3
3,3.311496203206833,2.337660216088253,2.004870961029798,0.6579601240564791,A,A_Ctrl-SIS3,Ctrl,SIS3
1,2.957542633919973,2.488235383984102,1.5309613477018194,0.34080493421820607,A,A_Ctrl-Trametinib,Ctrl,Trametinib
2,2.9455806315165445,2.517739247498343,1.4943954507417039,0.31490098716654696,A,A_Ctrl-Trametinib,Ctrl,Trametinib
3,2.984115627600351,2.4026545404995714,1.6170048073538332,0.4128340273568931,A,A_Ctrl-Trametinib,Ctrl,Trametinib
1,2.4199086342147744,2.2918652391115955,1.440343556272962,0.11368296597954657,A,A_EREG-CA3,EREG,CA3
2,2.3592605952772145,2.101980462573027,1.7233060230433772,0.21278844227348326,A,A_EREG-CA3,EREG,CA3
3,2.7975000662814584,1.7951403321557948,2.762014815315735,0.8346950094185792,A,A_EREG-CA3,EREG,CA3
1,3.7009291365091546,1.46938083945861,4.431911118217237,1.676662795228857,A,A_EREG-CHIR99021,EREG,CHIR99021
2,3.356162338961096,1.4171609142727475,4.55917332090229,1.6402469409879432,A,A_EREG-CHIR99021,EREG,CHIR99021
3,3.2646699694027475,1.3964444701628396,4.563468460556584,1.6436302893742867,A,A_EREG-CHIR99021,EREG,CHIR99021
1,3.748382629697362,1.7162818045548993,3.4281396678658007,1.3831342677893266,A,A_EREG-Ctrl,EREG,Ctrl
2,3.8202547631096997,1.7395379402194087,3.435035942862357,1.3873846851447518,A,A_EREG-Ctrl,EREG,Ctrl
3,3.897795358482343,1.9316034937864388,3.0771369988606403,1.2598991468263472,A,A_EREG-Ctrl,EREG,Ctrl
