replicate,162Dy_LRIG1_1,174Yb_Clusterin_1,pro_vs_rev,pro_vs_rev_log2,genotype,culture,ligand,inhibitor
2,1.7204165031493337,2.7183601831537882,1.1225093412536478,-0.6266691333426248,K,K_TGFb1-PF573228,TGFb1,PF573228
3,1.9761820810395196,3.0036181437887386,1.0117005970228303,-0.5852419210733857,K,K_TGFb1-PF573228,TGFb1,PF573228
1,2.0383279347643253,2.9037743330192067,1.0404901676771938,-0.48274210175143045,K,K_TGFb1-SIS3,TGFb1,SIS3
2,1.9346721398229492,2.914973444203067,1.0425914420610556,-0.5855270200072097,K,K_TGFb1-SIS3,TGFb1,SIS3
3,2.052142432726408,2.903439484073618,1.0298811916639181,-0.4811206550600537,K,K_TGFb1-SIS3,TGFb1,SIS3
1,1.7105412737001293,1.81376675809704,1.8933394951754607,0.1176106502593089,K,K_TGFb1-Trametinib,TGFb1,Trametinib
2,1.6828421680999153,2.017721603637409,1.5898512290846716,-0.15121947464541252,K,K_TGFb1-Trametinib,TGFb1,Trametinib
3,1.5823507950033318,2.091197357777764,1.491421604131,-0.2718420942742796,K,K_TGFb1-Trametinib,TGFb1,Trametinib
1,1.9086632443144613,2.490044443924159,1.3312192482239862,-0.25289285786312404,K,K_WNT3A-CA3,WNT3A,CA3
2,1.7913796466207828,2.1870980544630907,1.389979253918454,-0.13447942666181936,K,K_WNT3A-CA3,WNT3A,CA3
3,1.8318101375550029,2.191397733830827,1.5041807569182468,-0.09574547877387808,K,K_WNT3A-CA3,WNT3A,CA3
1,2.5134847393548574,2.2240967961710276,1.8146274175287371,0.29527561917912964,K,K_WNT3A-CHIR99021,WNT3A,CHIR99021
2,2.531636095770611,2.1772171722322278,1.9559814314252586,0.35616068159682307,K,K_WNT3A-CHIR99021,WNT3A,CHIR99021
3,2.212127747187022,2.5180320874682485,1.485927518746581,-0.1204042142510543,K,K_WNT3A-CHIR99021,WNT3A,CHIR99021
1,2.2626816257110165,2.6149796144554776,1.3314698748979885,-0.1292576658360011,K,K_WNT3A-Ctrl,WNT3A,Ctrl
2,1.9246241515547025,2.2835512782100365,1.4550522438786049,-0.09798290856683413,K,K_WNT3A-Ctrl,WNT3A,Ctrl
3,1.953326159703081,2.5413040311608355,1.2497185941552682,-0.27939495352913146,K,K_WNT3A-Ctrl,WNT3A,Ctrl
1,1.8932118716154978,2.578256899728288,1.083422849537306,-0.41069520479359894,K,K_WNT3A-Dasatinib,WNT3A,Dasatinib
2,1.807697039194679,2.197859681720852,1.3935721409743516,-0.18257976879332008,K,K_WNT3A-Dasatinib,WNT3A,Dasatinib
3,1.8406735558874845,2.1166790885232123,1.3590143880248493,-0.14210230574069166,K,K_WNT3A-Dasatinib,WNT3A,Dasatinib
1,1.7756516213285127,3.0285227557004664,0.9582418976157279,-0.7167039710628518,K,K_WNT3A-GDC0941,WNT3A,GDC0941
2,2.038188872820261,2.949253888718976,1.0906946654016771,-0.4669379205706736,K,K_WNT3A-GDC0941,WNT3A,GDC0941
3,1.8181130092089957,2.922245519136493,0.9411234569040887,-0.632610887139055,K,K_WNT3A-GDC0941,WNT3A,GDC0941
1,2.0618320774814007,2.5296369317249705,1.4229047627421718,-0.17502750116964486,K,K_WNT3A-ICG001,WNT3A,ICG001
2,1.8235256649852327,2.5742708494649347,1.2887902935608742,-0.360673299930867,K,K_WNT3A-ICG001,WNT3A,ICG001
3,2.0797218547727967,2.4967858783768855,1.3998648416355983,-0.1421775537487349,K,K_WNT3A-ICG001,WNT3A,ICG001
1,1.8551772686153634,2.541573802228931,1.1756950465906708,-0.3919195947817491,K,K_WNT3A-PF573228,WNT3A,PF573228
2,1.9252473410726458,2.747879299381823,1.2177210215573748,-0.45620712108796324,K,K_WNT3A-PF573228,WNT3A,PF573228
3,1.9558064411617293,2.748076392447622,1.108361641216148,-0.4790176365156919,K,K_WNT3A-PF573228,WNT3A,PF573228
1,2.328071376962095,2.5427442889769005,1.4463131263839455,-0.024863318160156203,K,K_WNT3A-SIS3,WNT3A,SIS3
2,2.161469792075718,2.885464064241001,1.1657151011003175,-0.3517122214668145,K,K_WNT3A-SIS3,WNT3A,SIS3
3,2.2858521781300083,2.6056956328008316,1.3125875035651637,-0.15320201065331773,K,K_WNT3A-SIS3,WNT3A,SIS3
1,1.6584591176831291,2.0012649818256896,1.599155700183866,-0.138164024124625,K,K_WNT3A-Trametinib,WNT3A,Trametinib
2,1.7286594918986107,1.991761832855104,1.7520150813155635,-0.0433971405309401,K,K_WNT3A-Trametinib,WNT3A,Trametinib
3,1.825305352818012,2.1092626828968766,1.6573982908762939,-0.054912221163142115,K,K_WNT3A-Trametinib,WNT3A,Trametinib
1,2.0680847295070817,2.2377625721610577,1.2994694648821599,-0.12006724867562098,WT,WT_Ctrl-CA3,Ctrl,CA3
2,2.111089061507371,2.178933582691879,1.39618553376122,-0.06810207070229794,WT,WT_Ctrl-CA3,Ctrl,CA3
3,2.4722538340942584,2.215179015474209,1.588763371241893,0.16862822800283064,WT,WT_Ctrl-CA3,Ctrl,CA3
1,3.0325654727217914,2.090827927191549,2.346353440438349,0.6640669693667403,WT,WT_Ctrl-CHIR99021,Ctrl,CHIR99021
2,2.956083194551861,2.2147089535858107,2.1183654709122215,0.5151576698060598,WT,WT_Ctrl-CHIR99021,Ctrl,CHIR99021
3,2.9124002354978082,2.0472667346784332,2.265081961069142,0.6499306336279007,WT,WT_Ctrl-CHIR99021,Ctrl,CHIR99021
1,2.794780897307149,2.368776652356775,1.5953805526447722,0.2705130613975676,WT,WT_Ctrl-Ctrl,Ctrl,Ctrl
2,2.853235335711354,2.409194409935375,1.6658959743073884,0.30065162253349637,WT,WT_Ctrl-Ctrl,Ctrl,Ctrl
3,2.852114527304707,2.367557845750849,1.7189507240492208,0.325203207226146,WT,WT_Ctrl-Ctrl,Ctrl,Ctrl
1,2.017911577015587,2.3347842723257446,1.2153493360465375,-0.2133642447192372,WT,WT_Ctrl-Dasatinib,Ctrl,Dasatinib
2,2.0947710792371566,2.3021815465328888,1.3089171577305314,-0.1123668435585788,WT,WT_Ctrl-Dasatinib,Ctrl,Dasatinib
3,2.1057294745215924,2.3076790986018034,1.3030898701544311,-0.13397752534638693,WT,WT_Ctrl-Dasatinib,Ctrl,Dasatinib
1,2.5284295829106376,2.938840025993348,1.0780424727362452,-0.2613225100323708,WT,WT_Ctrl-GDC0941,Ctrl,GDC0941
2,2.4144957686144792,2.783623165227023,1.1193755695245886,-0.22375723502920383,WT,WT_Ctrl-GDC0941,Ctrl,GDC0941
3,2.364042140323595,2.7795931706509607,1.0550132224711843,-0.2789573466527834,WT,WT_Ctrl-GDC0941,Ctrl,GDC0941
1,2.815882951141204,2.5349064787187383,1.4942520318654096,0.16160637431697805,WT,WT_Ctrl-ICG001,Ctrl,ICG001
2,2.6044295092287317,2.510925539240252,1.4567838988390847,0.05911219153492184,WT,WT_Ctrl-ICG001,Ctrl,ICG001
3,2.5976915124835713,2.427217265634874,1.5909848701133673,0.14189754983366196,WT,WT_Ctrl-ICG001,Ctrl,ICG001
1,2.3233836437681803,2.737761612771595,1.169236005032101,-0.3038219477732751,WT,WT_Ctrl-PF573228,Ctrl,PF573228
2,2.3766624804178975,2.804133327785096,1.1203360650275587,-0.3188799105724367,WT,WT_Ctrl-PF573228,Ctrl,PF573228
3,2.247038614470455,2.7377955907688816,1.0806855092455911,-0.35265040075658716,WT,WT_Ctrl-PF573228,Ctrl,PF573228
1,2.7543582327439804,2.618301752169807,1.3468850766017804,0.05874196828437516,WT,WT_Ctrl-SIS3,Ctrl,SIS3
2,2.758173718491319,2.5496502498523252,1.435828617029199,0.1320373477368538,WT,WT_Ctrl-SIS3,Ctrl,SIS3
3,2.7630906168926224,2.5643524325191933,1.3997821095934742,0.10493426351454571,WT,WT_Ctrl-SIS3,Ctrl,SIS3
1,2.0841564116168967,2.4883637321441916,1.1189447722672834,-0.322043173739739,WT,WT_Ctrl-Trametinib,Ctrl,Trametinib
2,1.9634025667454513,2.4425190447557434,1.1174359188423684,-0.3866299945135723,WT,WT_Ctrl-Trametinib,Ctrl,Trametinib
3,2.2438600476993416,2.49912044129494,1.1857441167191305,-0.1908330692375827,WT,WT_Ctrl-Trametinib,Ctrl,Trametinib
1,2.242311667551731,2.020785033841865,1.703767157087772,0.19366682560020046,WT,WT_EREG-CA3,EREG,CA3
2,2.5334022464249575,2.129741912381971,1.7638474838608063,0.2887456579385221,WT,WT_EREG-CA3,EREG,CA3
3,2.6206837513140067,2.010126085918814,2.0402856418084525,0.4771404063658003,WT,WT_EREG-CA3,EREG,CA3
1,2.99325217483786,1.8317931863142485,2.7018790008085594,0.888374352592782,WT,WT_EREG-CHIR99021,EREG,CHIR99021
2,3.0144467363216685,1.8030438281618433,2.815583263226676,0.9637573515024587,WT,WT_EREG-CHIR99021,EREG,CHIR99021
3,3.1724725117508465,1.765889629490888,3.0532368219806587,1.0665586891926548,WT,WT_EREG-CHIR99021,EREG,CHIR99021
1,3.1464927182636764,2.018072586642886,2.3840954721561345,0.763998387705029,WT,WT_EREG-Ctrl,EREG,Ctrl
2,3.218287872510715,1.9449394896194028,2.5530284635280545,0.8543599702371543,WT,WT_EREG-Ctrl,EREG,Ctrl
3,3.2267680739267015,2.1468120915004607,2.224120760868191,0.703064000618851,WT,WT_EREG-Ctrl,EREG,Ctrl
1,2.0732312925853105,2.0583738208464264,1.5009556639354524,0.02446966697498925,WT,WT_EREG-Dasatinib,EREG,Dasatinib
2,1.9943884198625066,2.0333262847775893,1.4986014295588432,0.006428021504243999,WT,WT_EREG-Dasatinib,EREG,Dasatinib
3,2.2486353686204805,2.036494251634223,1.660602324693674,0.17182789431779485,WT,WT_EREG-Dasatinib,EREG,Dasatinib
1,3.0487417881001835,2.4413986993666557,1.7528488872482004,0.3885070996152627,WT,WT_EREG-GDC0941,EREG,GDC0941
2,2.939424522598749,2.4507696328665682,1.6457973866370368,0.327663696233767,WT,WT_EREG-GDC0941,EREG,GDC0941
3,2.979186024396954,2.4666852403871085,1.69041652448165,0.3366185699401882,WT,WT_EREG-GDC0941,EREG,GDC0941
1,2.995197605007061,2.2430290526904497,1.9788670017252132,0.5177609635362582,WT,WT_EREG-ICG001,EREG,ICG001
2,2.8832912137196187,2.0904808576383545,2.1544653039992605,0.5910236665196918,WT,WT_EREG-ICG001,EREG,ICG001
3,2.807227279855138,2.055024041388812,2.2841437421856683,0.6467835497210968,WT,WT_EREG-ICG001,EREG,ICG001
1,2.456301120056105,2.7589872893567753,1.150077713000489,-0.2477422595607696,WT,WT_EREG-PF573228,EREG,PF573228
2,2.440192386446622,2.7244414507948522,1.248290828926179,-0.2241126692454828,WT,WT_EREG-PF573228,EREG,PF573228
3,2.5502845288836675,2.604510688242057,1.369887309622834,-0.03564307997991398,WT,WT_EREG-PF573228,EREG,PF573228
1,3.062788790675607,2.080295844909556,2.1823580747764653,0.6846553799598684,WT,WT_EREG-SIS3,EREG,SIS3
2,3.0514020106376445,1.9701651222281025,2.343896080137966,0.7792975926854087,WT,WT_EREG-SIS3,EREG,SIS3
3,3.117342744198418,1.9186876354657174,2.5095286132509362,0.8549724927313843,WT,WT_EREG-SIS3,EREG,SIS3
1,2.268733264206216,2.5580389914704353,1.1531371824439223,-0.24606233737361222,WT,WT_EREG-Trametinib,EREG,Trametinib
2,2.331013397771568,2.6572331495681762,1.081714487696377,-0.28719694613605373,WT,WT_EREG-Trametinib,EREG,Trametinib
3,2.222717631717013,2.4406084463052222,1.1468431202364342,-0.20058024540582398,WT,WT_EREG-Trametinib,EREG,Trametinib
1,1.6930139347624302,2.6950744647561646,0.8888063273973398,-0.730606284922956,WT,WT_TGFb1-CA3,TGFb1,CA3
2,1.5732787790670315,2.280476395976335,1.0022042561709155,-0.58333222209372,WT,WT_TGFb1-CA3,TGFb1,CA3
3,1.5406069043128854,2.5595329386880143,0.7987530896641523,-0.8187889637999476,WT,WT_TGFb1-CA3,TGFb1,CA3
1,1.934423829229721,3.522174160998335,0.6233170508686108,-1.0030395218164703,WT,WT_TGFb1-CHIR99021,TGFb1,CHIR99021
2,1.9371321623255313,3.5835123132226454,0.6117971954208077,-1.0137512004958362,WT,WT_TGFb1-CHIR99021,TGFb1,CHIR99021
3,1.903167845124502,3.370488019344534,0.6522745430935989,-0.9385690334116081,WT,WT_TGFb1-CHIR99021,TGFb1,CHIR99021
1,1.9451427032031072,3.550826181472716,0.6815852915374462,-0.939383483527977,WT,WT_TGFb1-Ctrl,TGFb1,Ctrl
2,2.009893125090992,3.6025909680499395,0.7110514490880443,-0.9358768070404792,WT,WT_TGFb1-Ctrl,TGFb1,Ctrl
3,1.9825620835768378,3.5405922949360185,0.7435438987239119,-0.8838933021420903,WT,WT_TGFb1-Ctrl,TGFb1,Ctrl
1,1.5927760574145113,2.3239336977881573,1.0389497690130072,-0.585200527044382,WT,WT_TGFb1-Dasatinib,TGFb1,Dasatinib
2,1.7809726992756951,2.95567415284658,0.7912312608243,-0.8438563432486754,WT,WT_TGFb1-Dasatinib,TGFb1,Dasatinib
3,1.8095758181546033,3.0338710804825064,0.7791850014948348,-0.8196058776360414,WT,WT_TGFb1-Dasatinib,TGFb1,Dasatinib
1,1.7360413969098623,3.087404892903677,0.8595457803779772,-0.8512008075248122,WT,WT_TGFb1-GDC0941,TGFb1,GDC0941
2,1.7355292860926366,3.0473839004864236,0.8323188008290225,-0.8813216423554736,WT,WT_TGFb1-GDC0941,TGFb1,GDC0941
3,1.8031057001098052,3.123532726524688,0.8679424513419731,-0.8399699598447447,WT,WT_TGFb1-GDC0941,TGFb1,GDC0941
1,1.8058440324616611,3.3011726283613436,0.7539765387409738,-0.9395346426788926,WT,WT_TGFb1-ICG001,TGFb1,ICG001
2,1.8237451841750805,3.2927734633675465,0.7417558557351366,-0.9323386699515451,WT,WT_TGFb1-ICG001,TGFb1,ICG001
3,1.925270207887155,3.4360534775727958,0.7009505453184335,-0.9416294333353507,WT,WT_TGFb1-ICG001,TGFb1,ICG001
1,1.9196691971348085,3.4248210635897984,0.7780861320382332,-0.933224608767557,WT,WT_TGFb1-PF573228,TGFb1,PF573228
2,1.913123973374358,3.5660835736469476,0.6278384663241507,-1.0408587691049498,WT,WT_TGFb1-PF573228,TGFb1,PF573228
3,1.99385023904195,3.4756603831259243,0.7718251977352035,-0.8649867304415757,WT,WT_TGFb1-PF573228,TGFb1,PF573228
1,2.043207570341688,3.45892813544809,0.7417473289161512,-0.8479351651392517,WT,WT_TGFb1-SIS3,TGFb1,SIS3
2,2.043014847025707,3.5574354775265893,0.6818955142164214,-0.9045271426732742,WT,WT_TGFb1-SIS3,TGFb1,SIS3
3,2.0781319473244655,3.5567656346138437,0.6554660475318048,-0.891600400535186,WT,WT_TGFb1-SIS3,TGFb1,SIS3
1,1.7819520767009376,2.5038637121126426,1.0952660019498532,-0.5036104920695026,WT,WT_TGFb1-Trametinib,TGFb1,Trametinib
2,1.7093141078779173,2.7244926836826435,0.9109731243128817,-0.7707375035021313,WT,WT_TGFb1-Trametinib,TGFb1,Trametinib
3,1.817795946139954,2.576215314736029,1.0838218944671854,-0.5513350732304089,WT,WT_TGFb1-Trametinib,TGFb1,Trametinib
1,1.7960685304776165,2.614668993636572,0.9332817473579597,-0.5941725663314189,WT,WT_WNT3A-CA3,WNT3A,CA3
2,2.010589650392302,2.734030183984494,0.9741240325556253,-0.5125849046991325,WT,WT_WNT3A-CA3,WNT3A,CA3
3,2.302309679625357,2.908267609039727,1.015632634888418,-0.4340382062639242,WT,WT_WNT3A-CA3,WNT3A,CA3
1,2.3798495213661,3.080454130269844,0.9866232254631914,-0.4096322016754996,WT,WT_WNT3A-CHIR99021,WNT3A,CHIR99021
2,2.502907304201143,2.8181323677332557,1.2207364727385692,-0.1592984464041709,WT,WT_WNT3A-CHIR99021,WNT3A,CHIR99021
3,2.3398304427334913,2.8361107098762326,1.0989705625031438,-0.2915883974177112,WT,WT_WNT3A-CHIR99021,WNT3A,CHIR99021
1,2.413355223723832,3.193342206582276,0.9298182718826624,-0.45010380835055985,WT,WT_WNT3A-Ctrl,WNT3A,Ctrl
2,2.288430568215361,3.274726019864615,0.8527558475535335,-0.5678075711882818,WT,WT_WNT3A-Ctrl,WNT3A,Ctrl
3,2.3188335698179956,3.2697332413738764,0.8749074359943889,-0.5467459090338026,WT,WT_WNT3A-Ctrl,WNT3A,Ctrl
1,1.9696364876741328,3.037496189914002,0.8241066321699035,-0.6905248517592653,WT,WT_WNT3A-Dasatinib,WNT3A,Dasatinib
2,2.0033800556791705,3.0977414103113867,0.7963084040762066,-0.7374527838642513,WT,WT_WNT3A-Dasatinib,WNT3A,Dasatinib
3,1.811944788850344,2.900485093212851,0.7963439751879829,-0.7890368162449252,WT,WT_WNT3A-Dasatinib,WNT3A,Dasatinib
1,1.891606216804884,3.338823104237079,0.7298687828687238,-0.9033238940404529,WT,WT_WNT3A-GDC0941,WNT3A,GDC0941
2,2.073789947810555,3.404456597003013,0.7400033181963809,-0.8196149359843468,WT,WT_WNT3A-GDC0941,WNT3A,GDC0941
3,1.9395322879511576,3.2614119867179947,0.7835978564262365,-0.8225409050161663,WT,WT_WNT3A-GDC0941,WNT3A,GDC0941
1,2.213676593866013,3.1062586685594282,0.8895719975253523,-0.534467786700129,WT,WT_WNT3A-ICG001,WNT3A,ICG001
2,2.347603057167168,3.1414319903524395,0.9346592969492323,-0.4487700406832773,WT,WT_WNT3A-ICG001,WNT3A,ICG001
3,2.0734232561323944,3.18911297742206,0.7925842312822202,-0.6746046173928797,WT,WT_WNT3A-ICG001,WNT3A,ICG001
1,2.1184763049915816,3.406318948678581,0.7725039620324085,-0.7782756359063818,WT,WT_WNT3A-PF573228,WNT3A,PF573228
2,2.182618454654119,3.4915197484583027,0.727518738608502,-0.79094167433659,WT,WT_WNT3A-PF573228,WNT3A,PF573228
3,2.040334584229557,3.409541282521478,0.723459344168245,-0.8327919375756266,WT,WT_WNT3A-PF573228,WNT3A,PF573228
1,2.443591681296021,3.1334956537461984,0.9242441071607413,-0.411437315414998,WT,WT_WNT3A-SIS3,WNT3A,SIS3
2,2.4464627553504283,3.160145295724942,0.9298953743778385,-0.44297178116895874,WT,WT_WNT3A-SIS3,WNT3A,SIS3
3,2.3468859141466676,3.302865592243034,0.8438064869125099,-0.5723934665635277,WT,WT_WNT3A-SIS3,WNT3A,SIS3
1,1.8706174771621777,2.7029604177897277,1.0779621315825896,-0.5753903698995951,WT,WT_WNT3A-Trametinib,WNT3A,Trametinib
2,1.899616443108226,2.761586682655138,1.0427420151681144,-0.5714928384573029,WT,WT_WNT3A-Trametinib,WNT3A,Trametinib
3,1.8746223112098168,2.78288953571044,0.9564429225685314,-0.6427947818652828,WT,WT_WNT3A-Trametinib,WNT3A,Trametinib
